"Estimator" "Values" "Distribution" "Details"
"351" "True" 0.0105361259968583 "Beta(2,7)" "K=3, N=50"
"352" "True" 0.0152723983080262 "Beta(2,7)" "K=3, N=50"
"353" "True" 0.016945377093576 "Beta(2,7)" "K=3, N=50"
"354" "True" 0.0807661499836407 "Beta(2,7)" "K=3, N=50"
"355" "True" 0.0344893995650397 "Beta(2,7)" "K=3, N=50"
"356" "True" 0.087531312791848 "Beta(2,7)" "K=3, N=50"
"357" "True" 0.0630802209292553 "Beta(2,7)" "K=3, N=50"
"358" "True" 0.119689612399172 "Beta(2,7)" "K=3, N=50"
"359" "True" 0.0837133976958404 "Beta(2,7)" "K=3, N=50"
"360" "True" 0.0351109858867303 "Beta(2,7)" "K=3, N=50"
"361" "True" 0.0479365319520472 "Beta(2,7)" "K=3, N=50"
"362" "True" 0.0543511006692563 "Beta(2,7)" "K=3, N=50"
"363" "True" 0.0393223665161414 "Beta(2,7)" "K=3, N=50"
"364" "True" 0.0473659133836291 "Beta(2,7)" "K=3, N=50"
"365" "True" 0.0582310040849047 "Beta(2,7)" "K=3, N=50"
"366" "True" 0.0336411353020518 "Beta(2,7)" "K=3, N=50"
"367" "True" 0.0426292575426772 "Beta(2,7)" "K=3, N=50"
"368" "True" 0.0518816638974598 "Beta(2,7)" "K=3, N=50"
"369" "True" 0.0288353044600416 "Beta(2,7)" "K=3, N=50"
"370" "True" 0.0799792296589335 "Beta(2,7)" "K=3, N=50"
"371" "True" 0.05900842289168 "Beta(2,7)" "K=3, N=50"
"372" "True" 0.0564775363534318 "Beta(2,7)" "K=3, N=50"
"373" "True" 0.0418623888831034 "Beta(2,7)" "K=3, N=50"
"374" "True" 0.0647067991664041 "Beta(2,7)" "K=3, N=50"
"375" "True" 0.0359059451876488 "Beta(2,7)" "K=3, N=50"
"376" "True" 0.0424572425101393 "Beta(2,7)" "K=3, N=50"
"377" "True" 0.0720806803528855 "Beta(2,7)" "K=3, N=50"
"378" "True" 0.0365531639326164 "Beta(2,7)" "K=3, N=50"
"379" "True" 0.105525667465245 "Beta(2,7)" "K=3, N=50"
"380" "True" 0.0440242728641845 "Beta(2,7)" "K=3, N=50"
"381" "True" 0.0513689611042799 "Beta(2,7)" "K=3, N=50"
"382" "True" 0.05301599169027 "Beta(2,7)" "K=3, N=50"
"383" "True" 0.0784135514686201 "Beta(2,7)" "K=3, N=50"
"384" "True" 0.0727160609915039 "Beta(2,7)" "K=3, N=50"
"385" "True" 0.012876481701667 "Beta(2,7)" "K=3, N=50"
"386" "True" 0.0700584467320406 "Beta(2,7)" "K=3, N=50"
"387" "True" 0.0397321956721795 "Beta(2,7)" "K=3, N=50"
